gene_id	logFC	logCPM	LR	PValue	FDR	FC	entrez_id
Hid1	-0.227587735	5.536202281	0.726583982	0.393992699	0.516114944	-1.170875544	217310
Gskip	-0.235279671	4.197349779	0.726342447	0.394071319	0.516131545	-1.177134906	66787
Por	0.199944551	6.385408521	0.72631842	0.394079141	0.516131545	1.148654206	18984
Srpr	-0.187695678	6.587537374	0.725922386	0.394208103	0.516252128	-1.138943104	67398
Arl1	0.19828073	5.878320797	0.725489971	0.394348982	0.516388294	1.147330258	104303
Apitd1	0.344363007	3.082475015	0.72514707	0.394460749	0.516486316	1.269590296	NA
Tmem258	0.214611877	5.29609583	0.724728129	0.394597363	0.516616851	1.160391697	69038
Kcnrg	0.41640204	1.13950866	0.723768854	0.394910433	0.516978359	1.334595033	328424
D10Jhu81e	-0.230530244	5.47173144	0.722886455	0.395198729	0.517307372	-1.173266088	NA
Cnpy2	0.193922083	5.499288796	0.722604951	0.395290765	0.517379448	1.143869194	56530
Kansl1	0.187645786	6.52012875	0.72206357	0.395467854	0.517545558	1.138903716	76719
Rcn2	0.190644719	5.99578248	0.721990851	0.395491649	0.517545558	1.14127362	26611
Pcbp2	0.208788286	7.408466133	0.721290203	0.395721025	0.517777205	1.155717094	18521
Unkl	0.242319161	4.325961129	0.721159532	0.395763825	0.517777205	1.182892657	74154
Tpi1	0.219433407	8.042109716	0.721111148	0.395779674	0.517777205	1.164276248	21991
Gpr137c	0.347629603	3.185930342	0.720947624	0.395833247	0.51778583	1.2724682	70713
Smcr8	0.178708373	6.3773668	0.720865142	0.395860274	0.51778583	1.131870083	237782
Slc25a22	0.235970138	5.045151481	0.720701182	0.395914005	0.517807708	1.177698412	68267
Eif4e2	0.181379107	6.071811309	0.720537783	0.395967563	0.517821217	1.133967354	26987
Dync1li2	0.186622709	7.146485243	0.720443885	0.395998345	0.517821217	1.138096357	234663
Acad8	0.229609566	4.766011741	0.72019615	0.396079576	0.517865562	1.17251759	66948
Capza1	-0.189891712	7.572095602	0.72011474	0.396106275	0.517865562	-1.140678094	12340
Pik3r3	0.218935098	5.59894338	0.718775644	0.396545814	0.518391776	1.163874174	18710
Fam20c	-0.275670101	4.290386056	0.718615207	0.396598522	0.518412249	-1.210556236	80752
Emb	-0.209301873	6.272542152	0.718382769	0.396674903	0.518463658	-1.156128592	13723
Gm9079	0.478917611	0.47089988	0.717921961	0.396826391	0.518613214	1.393697645	668272
Chpf	-0.199036147	5.471750396	0.717580992	0.396938536	0.518711331	-1.147931175	74241
Slc35a5	-0.225406582	4.625096467	0.716189423	0.397396699	0.519261557	-1.169106681	74102
Gck	0.388024617	4.133328918	0.715959941	0.397472328	0.519311885	1.3086004	103988
Dclk2	0.228668514	6.056167434	0.715751404	0.397541072	0.519353208	1.171753021	70762
B930059L03Rik	-0.436612303	0.412412297	0.715009007	0.397785941	0.519624597	-1.353422523	319786
Kcnip4	-0.357748632	1.665865251	0.714376846	0.397994623	0.519830296	-1.281424635	80334
Tmem203	-0.32268027	2.675935027	0.714306943	0.398017708	0.519830296	-1.25065188	227615
Prpsap1	0.206150762	4.886031793	0.714099474	0.398086236	0.519871274	1.153606151	67763
Plekhm3	-0.206948047	5.818674352	0.713966426	0.398130191	0.519880157	-1.154243851	241075
Vipas39	0.189062666	6.169840325	0.713544469	0.398269639	0.519928695	1.14002279	104799
Mutyh	-0.321187323	2.3849428	0.713540702	0.398270884	0.519928695	-1.249358335	70603
Rab33b	-0.227688586	4.656168089	0.713391581	0.398320183	0.519928695	-1.170957396	19338
Usmg5	0.227393536	6.66554022	0.713335297	0.398338793	0.519928695	1.170717945	NA
Gm10432	-0.417221324	0.725097022	0.713291896	0.398353144	0.519928695	-1.335353144	100038713
Cdyl	0.211084174	4.719761119	0.71264269	0.398567897	0.520160472	1.157557753	12593
Cplx3	0.529986719	1.402495702	0.712437661	0.398635753	0.520200512	1.443915903	235415
Zfc3h1	-0.200759772	7.178687797	0.711872355	0.398822935	0.520396245	-1.149303458	216345
Zfp114	0.360653136	1.406757842	0.711573935	0.398921798	0.520430863	1.284007061	232966
4930507D05Rik	0.402291772	0.888606699	0.711567743	0.39892385	0.520430863	1.321605661	74706
Traf3	-0.192830664	5.36239682	0.711058608	0.399092604	0.52060248	-1.143004167	22031
Gm3435	-0.287233982	3.724114543	0.710834189	0.39916702	0.520651018	-1.220298407	100041621
Fam107b	-0.212903465	5.344487637	0.708831061	0.399832145	0.52146996	-1.159018396	66540
Mlh3	0.19749294	5.080926962	0.708579019	0.399915947	0.521530647	1.146703925	217716
Ndufa13	-0.205967767	6.412673274	0.708054488	0.400090432	0.521709572	-1.153459834	67184
Hook3	0.184023778	7.441539096	0.707715278	0.400203329	0.521808161	1.136047989	320191
Cacnb2	0.341788067	3.136730306	0.706283218	0.400680462	0.522381599	1.267326337	12296
Zfp472	0.244267432	3.923977626	0.705441704	0.400961222	0.522698936	1.18449116	224691
Npepps	0.185942688	6.185422081	0.705065354	0.401086878	0.522798992	1.137560037	19155
Gorasp2	0.18177437	6.368727263	0.704988045	0.401112698	0.522798992	1.134278076	70231
Cog5	-0.174365014	5.921230152	0.704873908	0.401150821	0.522799985	-1.128467613	238123
BC022687	0.357143152	2.241906221	0.704022377	0.401435409	0.523122153	1.280886952	NA
Metap1d	-0.26286417	3.652656357	0.703759442	0.401523343	0.523162841	-1.199858411	66559
Ctnnb1	0.202314033	9.728973745	0.703673886	0.401551962	0.523162841	1.150542306	12387
Cttn	0.185963044	7.080643727	0.703472913	0.4016192	0.523162841	1.137576087	13043
Lzts3	-0.305891982	3.252644325	0.703394352	0.401645488	0.523162841	-1.236182701	241638
Aifm1	0.187805003	6.216772612	0.703370201	0.40165357	0.523162841	1.139029413	26926
Pacs2	0.195912143	6.182959029	0.702429935	0.401968404	0.523524188	1.14544814	217893
Gm10789	-0.375017189	1.810099051	0.702179862	0.402052197	0.523539338	-1.296855006	100038709
Pip5k1c	0.194299938	6.315462988	0.702171901	0.402054865	0.523539338	1.144168823	18717
Ccdc171	-0.332655097	3.150338768	0.701571394	0.402256186	0.523752751	-1.259328878	320226
Zfp952	0.240811719	4.012666674	0.701068556	0.402424877	0.523923641	1.181657323	240067
1700109K24Rik	-0.423774786	1.009272063	0.700686078	0.402553258	0.524042026	-1.341432802	74303
Camkk1	0.290555281	3.398927985	0.699850631	0.402833889	0.524358568	1.223110952	55984
Eya3	0.184466649	5.799437956	0.698749199	0.403204301	0.524791906	1.13639678	14050
Chrna4	-0.389604183	2.042800728	0.698278344	0.403362801	0.524949374	-1.310033934	11438
Supt7l	0.223551179	4.517744315	0.697207311	0.403723672	0.525370161	1.167604098	72195
Rdh14	-0.271161526	4.034165083	0.696297031	0.40403075	0.525720874	-1.206779025	105014
St8sia2	0.333214287	4.039973383	0.696004774	0.404129413	0.525800361	1.259817089	20450
Dscr3	-0.186427964	5.72368578	0.694987707	0.40447304	0.526198517	-1.13794274	NA
Tmed2	-0.185780718	8.015928846	0.69435747	0.404686187	0.526426867	-1.137432331	56334
Eapp	0.210825537	4.57812838	0.694014047	0.404802401	0.526489125	1.157350252	66266
Wdr7	-0.177531292	6.644593081	0.693993674	0.404809297	0.526489125	-1.130946977	104082
Elf2	0.173750935	6.618451283	0.693458131	0.404990627	0.526676008	1.127987386	69257
Sorbs2	-0.260698596	4.891187246	0.693062807	0.405124556	0.52676849	-1.1980587	234214
4931414P19Rik	0.289404352	3.228473219	0.693025993	0.405137032	0.52676849	1.222135588	74359
1700021K19Rik	0.173527924	6.108330866	0.692608921	0.405278405	0.526903347	1.127813037	NA
Tysnd1	0.205273618	4.934094895	0.691479081	0.405661746	0.527352732	1.152904983	71767
Tmem126b	-0.279246545	3.284225215	0.691141402	0.405776419	0.527452803	-1.213560931	68472
Usp13	-0.288649503	4.015422626	0.690979654	0.405831364	0.527475225	-1.221496308	72607
2810006K23Rik	0.280407313	3.365912635	0.690709943	0.405923008	0.527545337	1.214537734	72650
Rad50	0.182759578	5.654938967	0.689453767	0.406350237	0.528051529	1.135052932	19360
Asxl2	0.176415784	6.492730974	0.689287983	0.40640667	0.528075822	1.130072854	75302
Ank2	0.236750178	6.892326047	0.688774279	0.406581607	0.528254079	1.178335346	109676
Mgat3	0.225913886	4.745580153	0.68818843	0.406781247	0.528417526	1.169517854	17309
Lrrc57	0.269189708	3.633437606	0.688183483	0.406782933	0.528417526	1.205130774	66606
Rpl13	0.198172033	9.528510499	0.68770405	0.406946418	0.528580825	1.147243818	270106
3110009E18Rik	0.412584139	1.077773355	0.687068809	0.40716318	0.528786944	1.331067874	73103
Polr1d	0.184310728	6.268409488	0.687017532	0.407180685	0.528786944	1.136273969	20018
Cbx6	0.187451512	6.574904332	0.686502442	0.407356584	0.528966284	1.138750361	494448
Smim10l1	0.201540759	6.368918148	0.686223545	0.407451871	0.529014369	1.149925789	381820
Mapk4	-0.260808809	4.553310071	0.686172761	0.407469225	0.529014369	-1.198150227	225724
Rmnd1	-0.20547298	4.772897826	0.685846435	0.407580766	0.529110089	-1.153064311	66084
Upf2	0.171193676	5.942615799	0.685297104	0.407768631	0.529304866	1.125989736	326622
Gm15421	0.366079497	1.69485055	0.684406949	0.408073325	0.529651242	1.288845648	100042049
Kcna5	-0.309512178	2.253070947	0.684012845	0.408208331	0.529757984	-1.239288585	16493
Ccdc90b	0.206690937	5.085054745	0.683892743	0.408249486	0.529757984	1.154038166	66365
Git2	-0.172070918	5.858282817	0.683835391	0.408269142	0.529757984	-1.126674611	26431
Add3	-0.217418017	6.420561752	0.683692342	0.408318172	0.529772478	-1.162650933	27360
A230072E10Rik	0.476769274	0.498392452	0.682935215	0.408577822	0.530060214	1.391623816	331547
Qdpr	0.204722108	5.559702101	0.681549933	0.409053521	0.530533561	1.152464338	110391
Gtf2ird2	0.247012461	4.008861851	0.681486688	0.409075258	0.530533561	1.186747048	114674
Pcnxl3	-0.211076371	5.873952832	0.681361684	0.409118227	0.530533561	-1.157551492	NA
Aldh7a1	-0.208838486	4.808058579	0.681356315	0.409120073	0.530533561	-1.155757309	110695
Zbtb3	0.313075798	2.306793649	0.681222968	0.409165917	0.530533561	1.242353552	75291
Gm10451	0.528883204	1.351527664	0.681210599	0.40917017	0.530533561	1.442811877	100041694
Cttnbp2	0.255846658	4.715286863	0.680571655	0.409389946	0.530769343	1.194036268	30785
Nbas	-0.181118223	6.698798598	0.680351383	0.409465753	0.530818444	-1.133762316	71169
D8Ertd738e	-0.1922392	5.072426157	0.679649615	0.409707404	0.531082511	-1.142535665	101966
Fam63b	-0.181249744	6.180060453	0.678889602	0.409969348	0.531333326	-1.133865679	NA
5031439G07Rik	0.18990585	7.33094379	0.678867876	0.40997684	0.531333326	1.140689273	223739
Gm3383	0.43358626	2.870986108	0.677550446	0.410431498	0.531873305	1.350586704	100041515
Ap1s3	-0.453028834	1.652558746	0.675817571	0.41103066	0.532600428	-1.368911173	252903
Mlh1	0.23193668	4.561769903	0.674642	0.411437861	0.533068386	1.174410425	17350
Lrpap1	-0.178481918	6.531908863	0.674555076	0.411467994	0.533068386	-1.131692431	16976
Map4k3	0.185340442	5.888749405	0.673743489	0.411749493	0.533383693	1.137085267	225028
Zfp532	-0.21466024	6.162096082	0.672603919	0.412145233	0.533846917	-1.160430596	328977
Ppapdc3	-0.371917676	3.053731934	0.672181913	0.412291926	0.533985584	-1.294071809	NA
Sdha	-0.206790083	7.835791189	0.672076415	0.41232861	0.533985584	-1.154117477	66945
Zfp942	0.200150438	4.797455979	0.671898886	0.412390351	0.534016119	1.148818142	73233
Gm9899	-0.464918132	1.394233377	0.671212899	0.412629055	0.534275781	-1.380239028	100502829
Gng7	-0.35332189	1.74229691	0.670916209	0.412732357	0.534360092	-1.27749876	14708
9230110C19Rik	0.328147331	2.812243967	0.669755819	0.413136753	0.534758123	1.255400189	NA
Rras2	-0.196855117	5.155026115	0.669713244	0.413151601	0.534758123	-1.146197073	66922
Stx1a	0.284535231	3.800686924	0.669703848	0.413154878	0.534758123	1.218017812	20907
Fadd	-0.282970632	3.160274029	0.669595541	0.413192655	0.534758123	-1.216697591	14082
Lrrc56	-0.333363073	2.41842344	0.669047317	0.413383953	0.534956224	-1.259947022	70552
Osbpl2	-0.190578572	5.006354886	0.668522876	0.413567074	0.535143709	-1.141221294	228983
Gpr88	-0.434279198	0.740203867	0.667982799	0.41375578	0.535338385	-1.351235558	64378
Lypla2	0.189350331	5.292347987	0.667832922	0.413808171	0.535356669	1.140250127	26394
Ndufab1	0.205220586	5.668185687	0.667082502	0.414070632	0.535617104	1.152862604	70316
Pom121	0.28990322	5.162825871	0.667038497	0.414086031	0.535617104	1.222558262	107939
Josd2	-0.253714458	4.218828722	0.666694311	0.4142065	0.535653262	-1.192272871	66124
Iba57	0.27487805	3.332474171	0.666587011	0.414244067	0.535653262	1.209891814	216792
A230046K03Rik	-0.189489883	7.170894827	0.666521726	0.414266926	0.535653262	-1.140360429	NA
Rasd2	0.32398728	3.401137105	0.666521216	0.414267105	0.535653262	1.251785422	75141
Arl14ep	0.178140649	5.61026018	0.666304997	0.414342827	0.535662703	1.131424761	212772
Ino80d	0.192518313	6.634890257	0.666227472	0.414369982	0.535662703	1.142756728	227195
Kcnu1	0.404400653	0.938193046	0.666082515	0.414420764	0.535662703	1.323538951	16532
Srrm2	-0.27388871	9.279655294	0.666063204	0.41442753	0.535662703	-1.209062405	75956
Ptk2	0.177289995	6.723778096	0.6659002	0.414484646	0.535687046	1.130757837	14083
Pef1	-0.207207649	5.013981047	0.665694035	0.414556903	0.535730951	-1.154451567	67898
Golga4	-0.180425851	7.432067828	0.664878042	0.414843075	0.536029096	-1.133218336	54214
Zfp523	0.205436085	5.30675711	0.664817766	0.414864225	0.536029096	1.153034823	224656
Ssr3	-0.183703941	8.348901487	0.664626922	0.414931202	0.536047456	-1.135796161	67437
Celf6	-0.29246008	3.794956862	0.664523495	0.414967507	0.536047456	-1.224726899	76183
Lztr1	0.177605197	6.304644544	0.664442532	0.41499593	0.536047456	1.131004913	66863
Zfp746	0.197933611	4.968590739	0.664340741	0.415031668	0.536047456	1.147054238	69228
Dennd1a	-0.219157639	5.076397897	0.663882657	0.415192557	0.536205763	-1.16405372	227801
Clp1	0.241025301	3.839083083	0.663481751	0.415333439	0.536338207	1.181832273	98985
Klf7	-0.287071695	3.8293753	0.663137344	0.415454523	0.536399849	-1.220161145	93691
Ap1s1	0.182743711	5.573834142	0.663092302	0.415470362	0.536399849	1.135040449	11769
Manea	-0.177902225	5.580131983	0.663018909	0.415496174	0.536399849	-1.131237794	242362
Fbxw4	-0.246845419	3.897062412	0.66276469	0.415585597	0.536465799	-1.186609649	30838
E430018J23Rik	-0.294815069	2.391378988	0.66235715	0.415729012	0.536601427	-1.22672772	101604
Filip1	0.202519279	5.260924864	0.661484347	0.416036402	0.53694866	1.150706	70598
Bsdc1	0.187954264	5.225136184	0.661246552	0.416120208	0.537007293	1.139147263	100383
Spcs3	-0.194207949	6.791195699	0.661042321	0.416192206	0.537050677	-1.144095871	76687
Rplp2-ps1	0.238217772	4.07575493	0.66056268	0.416361366	0.537206991	1.179534628	665931
Slx4ip	0.246799551	4.062044642	0.660481165	0.416390125	0.537206991	1.186571923	74243
Mtif3	0.208317377	4.458294988	0.66023937	0.41647545	0.537267536	1.155339918	76366
Zfp219	-0.209286795	4.967165738	0.659224925	0.416833707	0.537660514	-1.15611651	69890
Pibf1	0.182109997	5.27079737	0.659084023	0.416883504	0.537660514	1.134541984	52023
Uso1	-0.170969454	6.333515832	0.659050518	0.416895346	0.537660514	-1.125814749	56041
Tex2	-0.174055671	5.982495562	0.657391616	0.417482314	0.538367894	-1.128225673	21763
Hunk	0.314875292	4.1530078	0.657106847	0.417583197	0.538434543	1.243904124	26559
Abhd15	-0.27213857	3.66295759	0.657028509	0.417610955	0.538434543	-1.207596575	67477
2010107E04Rik	-0.201105802	5.965394144	0.656689903	0.41773097	0.538539659	-1.149579151	NA
Gdap2	0.183502357	5.185505216	0.656324485	0.417860545	0.53865708	1.13563747	14547
Nudt1	0.275720361	3.119844408	0.656169117	0.417915656	0.538678497	1.21059841	17766
Mrpl16	0.218445032	4.71826714	0.655978672	0.417983223	0.538715966	1.163478887	94063
Atg9a	-0.193025148	4.644528817	0.655714192	0.418077085	0.538783778	-1.143158262	245860
Eefsec	0.193624585	5.090836423	0.655613449	0.418112846	0.538783778	1.143633341	65967
Dynll2	0.176954103	6.026173053	0.654379278	0.418551311	0.539299125	1.130494601	68097
Alg3	0.265888294	3.550615353	0.653721655	0.418785225	0.539550838	1.202376147	208624
Trim66	-0.392648121	1.026805988	0.6535258	0.418854928	0.539590959	-1.312800889	330627
Cpm	0.332449743	3.110437248	0.653014543	0.419036959	0.539775768	1.259149638	70574
Acad9	0.182338297	5.543510556	0.652851957	0.419094872	0.539800676	1.134721534	229211
Phc1	0.232190574	5.727760224	0.651988026	0.419402804	0.540136922	1.174617123	13619
Ubr4	-0.228248233	8.514929215	0.651902993	0.41943313	0.540136922	-1.17141172	69116
Krba1	-0.209858572	4.978169254	0.650893308	0.419793479	0.540551225	-1.156574799	77827
Cnot6l	0.191990704	7.154817067	0.649604616	0.420254075	0.541039864	1.142338887	231464
Ccdc88c	0.202345759	5.690994028	0.649583452	0.420261646	0.541039864	1.150567607	68339
B930041F14Rik	0.271253351	3.295421348	0.649482773	0.420297663	0.541039864	1.206855836	NA
Tmem81	-0.346366374	1.421990518	0.649399047	0.420327618	0.541039864	-1.27135451	74626
Gm13315	-0.387404736	0.835209356	0.64865947	0.420592362	0.541330843	-1.308038256	625342
Lmo4	0.23465287	5.496235108	0.648527946	0.420639469	0.541336641	1.176623593	16911
Nmt1	0.180589261	6.620297828	0.648430881	0.42067424	0.541336641	1.1333467	18107
Polg	0.171731589	6.338653399	0.647740275	0.420921751	0.541581743	1.126409642	18975
Mthfsl	-0.285027822	3.448257497	0.647683477	0.420942117	0.541581743	-1.218433761	100039707
Igsf9	0.238656302	5.29231389	0.647290795	0.42108296	0.541713143	1.17989322	93842
Ywhab	-0.173866248	8.052923841	0.64694873	0.421205705	0.541821238	-1.128077548	54401
Commd7	0.217262018	4.394846563	0.64678283	0.421265256	0.54184803	1.162525223	99311
Sep-15	-0.188691312	7.922636997	0.645705231	0.42165237	0.542296104	-1.139729383	NA
Mss51	-0.453098308	0.704426326	0.645458506	0.421741077	0.542316972	-1.368977095	74843
Zfp462	0.213535507	6.536272785	0.645348677	0.421780574	0.542316972	1.159526271	242466
Bbs1	0.208803345	4.451785913	0.645336748	0.421784864	0.542316972	1.155729157	52028
Slc35g2	0.261093454	3.608492836	0.645036976	0.421892699	0.542405783	1.198386647	245020
Rnf26	0.230658462	4.403249015	0.644729618	0.422003305	0.54249814	1.173370366	213211
Dctn1	-0.190593131	7.157355322	0.644399083	0.4221223	0.542567611	-1.141232811	13191
Bach2	-0.31595338	3.983440846	0.644364108	0.422134894	0.542567611	-1.244834008	12014
Gpcpd1	0.19901803	7.47552252	0.644087683	0.422234453	0.542645729	1.14791676	74182
Slc9b2	-0.34757521	1.580154332	0.643969609	0.422276989	0.542650556	-1.272420226	97086
R3hdm1	0.211898567	6.178573662	0.643813047	0.422333401	0.542673212	1.158211372	226412
Serpina3k	-1.059768649	3.576795805	0.643505775	0.422444149	0.542765676	-2.084597208	20714
Setdb2	0.273855763	5.059603176	0.64337809	0.422490183	0.542774984	1.209034794	239122
Hic2	0.245837813	3.985708013	0.643261817	0.422532108	0.542779013	1.185781187	58180
Stradb	0.227748888	4.611566374	0.642783475	0.422704654	0.542950819	1.171006341	227154
Rnf19a	0.16402527	5.928182178	0.642531424	0.422795616	0.543017811	1.120408839	30945
Pik3c2b	0.210031863	4.810801095	0.641766388	0.423071885	0.543322769	1.156713731	240752
Fam219aos	-0.375047247	1.717879705	0.640631528	0.423482204	0.543799806	-1.296882026	76992
Slc38a4	0.246503542	8.229824981	0.640329933	0.423591349	0.543890048	1.18632849	69354
Scap	0.171455374	6.179773748	0.63986714	0.423758912	0.544055276	1.126194004	235623
9330159M07Rik	-0.328627644	1.932164239	0.639098586	0.424037401	0.544362876	-1.255818215	319673
